field_name,source_surface,resource,grain,field_type,semantic_status,relationship_kind,identity_contract,source_identity_required,player_attachment_status,fixture_attachment_status,team_attachment_status,matrix_attachment_status,coverage_player_status,coverage_fixture_status,coverage_club_status,attachment_basis,provenance_requirement,player_reason_code,player_evidence_semantic,player_evidence_source,fixture_reason_code,fixture_evidence_semantic,fixture_evidence_source,team_reason_code,team_evidence_semantic,team_evidence_source
history_past[].goals_scored,fpl,element,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].ict_index,fpl,element,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].influence,fpl,element,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].minutes,fpl,element,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].own_goals,fpl,element,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].penalties_missed,fpl,element,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].penalties_saved,fpl,element,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].recoveries,fpl,element,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].red_cards,fpl,element,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].saves,fpl,element,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].season_name,fpl,element,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].start_cost,fpl,element,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].starts,fpl,element,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].tackles,fpl,element,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].threat,fpl,element,sample_payload,str,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].total_points,fpl,element,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
history_past[].yellow_cards,fpl,element,sample_payload,int,OBSERVED_IN_RAW_PAYLOAD,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,OBSERVED_IN_RAW_PAYLOAD,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
hitWoodwork,FRL_LOCAL_CSV,player_match,player_match,unknown,UNCATALOGUED,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Player-match observations require verified player and fixture identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-match observations require verified player and fixture identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-match observations require verified player and fixture identity.
homeGoals,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.
iboxBlocked,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.
iboxTarget,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.
interception,FRL_LOCAL_CSV,team_match,team_match,unknown,exposed,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,exposed,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,exposed,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,exposed,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.
interceptionWon,FRL_LOCAL_CSV,player_match,player_match,unknown,UNCATALOGUED,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Player-match observations require verified player and fixture identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-match observations require verified player and fixture identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-match observations require verified player and fixture identity.
interceptions,FRL_LOCAL_CSV,player_season,player_season,unknown,exposed,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_REVIEW,exposed,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,exposed,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,exposed,frl_variable_dictionary: Player-season rows require season-aware source-player identity.
interceptionsInBox,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.
isoCode,FRL_LOCAL_CSV,squad,squad,unknown,exposed,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,exposed,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,exposed,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,exposed,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
joinDate,FRL_LOCAL_CSV,squad,squad,unknown,exposed,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,exposed,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,exposed,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,exposed,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
keeperGoals,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.
keeperThrows,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.
keyPass,FRL_LOCAL_CSV,player_match,player_match,unknown,exposed,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_REVIEW,exposed,frl_variable_dictionary: Player-match observations require verified player and fixture identity.,ATTACHMENT_NOT_ESTABLISHED,exposed,frl_variable_dictionary: Player-match observations require verified player and fixture identity.,ATTACHMENT_NOT_ESTABLISHED,exposed,frl_variable_dictionary: Player-match observations require verified player and fixture identity.
keyPassesAttemptAssists,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.
kickoff,FRL_LOCAL_CSV,team_match,team_match,unknown,exposed,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,exposed,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,exposed,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,exposed,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.
lastManTackle,FRL_LOCAL_CSV,player_match,player_match,unknown,UNCATALOGUED,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Player-match observations require verified player and fixture identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-match observations require verified player and fixture identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-match observations require verified player and fixture identity.
lastName,FRL_LOCAL_CSV,squad,squad,unknown,retained,UNKNOWN,,FALSE,NOT_ESTABLISHED,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_LINEAGE_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,retained,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,retained,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.,ATTACHMENT_NOT_ESTABLISHED,retained,frl_variable_dictionary: No deterministic relationship contract mapping; manual review required.
lastPlayerTackle,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.
leftFootGoals,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.
leftsidePass,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.
leftsidePasses,FRL_LOCAL_CSV,player_season,player_season,unknown,UNCATALOGUED,ENTITY,source_player_identity_to_player_season,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-season rows require season-aware source-player identity.
longPassOwnToOpp,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.
longPassOwnToOppSuccess,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.
lostCorners,FRL_LOCAL_CSV,team_match,team_match,unknown,UNCATALOGUED,OBSERVATION,canonical_team_season_to_source_team,TRUE,NOT_ESTABLISHED,REVIEW,REVIEW,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Team-match source statistics attach through the verified team-fixture relationship.
matchId,FRL_LOCAL_CSV,player_match,player_match,unknown,exposed,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_REVIEW,exposed,frl_variable_dictionary: Player-match observations require verified player and fixture identity.,ATTACHMENT_NOT_ESTABLISHED,exposed,frl_variable_dictionary: Player-match observations require verified player and fixture identity.,ATTACHMENT_NOT_ESTABLISHED,exposed,frl_variable_dictionary: Player-match observations require verified player and fixture identity.
metersCoveredHighSpeedRunningKm,FRL_LOCAL_CSV,player_match,player_match,unknown,UNCATALOGUED,OBSERVATION,player_identity_to_player_match_observations,TRUE,REVIEW,NOT_ESTABLISHED,NOT_ESTABLISHED,,,,,,SOURCE_ID_REQUIRED,ATTACHMENT_REVIEW,UNCATALOGUED,frl_variable_dictionary: Player-match observations require verified player and fixture identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-match observations require verified player and fixture identity.,ATTACHMENT_NOT_ESTABLISHED,UNCATALOGUED,frl_variable_dictionary: Player-match observations require verified player and fixture identity.
