path,type,target_field_hits,likely_key_hits
players\Stefan_Ortega_Moreno_88248\2025-26_gw_stats.csv,csv,position,
players\Stefanos_Tzimas_608181\2025-26_gw_stats.csv,csv,position,
players\Stephen_Mfuni_566213\2025-26_gw_stats.csv,csv,position,
players\Steven_Benda_428971\2025-26_gw_stats.csv,csv,position,
players\Sven_Botman_220237\2025-26_gw_stats.csv,csv,position,
players\Sverre_Nypan_566164\2025-26_gw_stats.csv,csv,position,
players\Sávio_Moreira_de_Oliveira_510281\2025-26_gw_stats.csv,csv,position,
players\Séamus_Coleman_59949\2025-26_gw_stats.csv,csv,position,
players\Sékou_Koné_618873\2025-26_gw_stats.csv,csv,position,
players\TJ_Carroll_618027\2025-26_gw_stats.csv,csv,position,
players\Taiwo_Awoniyi_210156\2025-26_gw_stats.csv,csv,position,
players\Takai_Kōta_553299\2025-26_gw_stats.csv,csv,position,
players\Talla_Ndiaye_718875\2025-26_gw_stats.csv,csv,position,
players\Tammy_Abraham_173879\2025-26_gw_stats.csv,csv,position,
players\Tanaka_Ao_248056\2025-26_gw_stats.csv,csv,position,
players\Tariq_Lamptey_232792\2025-26_gw_stats.csv,csv,position,
players\Tawanda_Chirewa_497606\2025-26_gw_stats.csv,csv,position,
players\Teddy_Sharman-Lowe_499857\2025-26_gw_stats.csv,csv,position,
players\Temple_Ojinnaka_514362\2025-26_gw_stats.csv,csv,position,
players\Thierno_Barry_586309\2025-26_gw_stats.csv,csv,position,
players\Tijjani_Reijnders_433036\2025-26_gw_stats.csv,csv,position,
players\Tim_Iroegbunam_490094\2025-26_gw_stats.csv,csv,position,
players\Timothy_Castagne_166477\2025-26_gw_stats.csv,csv,position,
players\Timothée_Pembélé_465702\2025-26_gw_stats.csv,csv,position,
players\Tino_Livramento_441191\2025-26_gw_stats.csv,csv,position,
players\Toby_Collyer_490881\2025-26_gw_stats.csv,csv,position,
players\Tolu_Arokodare_488213\2025-26_gw_stats.csv,csv,position,
players\Tom_Cairney_76357\2025-26_gw_stats.csv,csv,position,
players\Tom_Edozie_596054\2025-26_gw_stats.csv,csv,position,
players\Tom_Heaton_21205\2025-26_gw_stats.csv,csv,position,
players\Tom_King_138001\2025-26_gw_stats.csv,csv,position,
players\Tom_McGill_209288\2025-26_gw_stats.csv,csv,position,
players\Tom_Watson_549074\2025-26_gw_stats.csv,csv,position,
players\Tommy_Setford_551221\2025-26_gw_stats.csv,csv,position,
players\Tomáš_Souček_215439\2025-26_gw_stats.csv,csv,position,
players\Tosin_Adarabioyo_109646\2025-26_gw_stats.csv,csv,position,
players\Toti_Gomes_510362\2025-26_gw_stats.csv,csv,position,
players\Trai_Hume_487676\2025-26_gw_stats.csv,csv,position,
players\Travis_Patterson_534836\2025-26_gw_stats.csv,csv,position,
players\Trevoh_Chalobah_180736\2025-26_gw_stats.csv,csv,position,
players\Trey_Nyoni_591386\2025-26_gw_stats.csv,csv,position,
players\Triston_Rowe_569577\2025-26_gw_stats.csv,csv,position,
players\Tyler_Adams_200785\2025-26_gw_stats.csv,csv,position,
players\Tyler_Dibling_496661\2025-26_gw_stats.csv,csv,position,
players\Tyler_Fletcher_519913\2025-26_gw_stats.csv,csv,position,
players\Tyler_Fredricson_547676\2025-26_gw_stats.csv,csv,position,
players\Tyler_Morton_440148\2025-26_gw_stats.csv,csv,position,
players\Tyler_Onyango_461446\2025-26_gw_stats.csv,csv,position,
players\Tymur_Tutierov_604211\2025-26_gw_stats.csv,csv,position,
players\Tyrell_Malacia_222690\2025-26_gw_stats.csv,csv,position,
players\Tyrick_Mitchell_244723\2025-26_gw_stats.csv,csv,position,
players\Tyrique_George_550615\2025-26_gw_stats.csv,csv,position,
players\Tyrone_Mings_149484\2025-26_gw_stats.csv,csv,position,
players\Valentín_Castellanos_247670\2025-26_gw_stats.csv,csv,position,
players\Veljko_Milosavljevic_620487\2025-26_gw_stats.csv,csv,position,
players\Victor_Lindelöf_184667\2025-26_gw_stats.csv,csv,position,
players\Viktor_Gyökeres_224117\2025-26_gw_stats.csv,csv,position,
players\Virgil_van_Dijk_97032\2025-26_gw_stats.csv,csv,position,
players\Vitalii_Mykolenko_224967\2025-26_gw_stats.csv,csv,position,
players\Vitaly_Janelt_204580\2025-26_gw_stats.csv,csv,position,
players\Vitor_de_Oliveira_Nunes_dos_Reis_616222\2025-26_gw_stats.csv,csv,position,
players\Václav_Hladký_51943\2025-26_gw_stats.csv,csv,position,
players\Walter_Benítez_121709\2025-26_gw_stats.csv,csv,position,
players\Wellity_Lucky_519440\2025-26_gw_stats.csv,csv,position,
players\Wes_Foderingham_82143\2025-26_gw_stats.csv,csv,position,
players\Wesley_Fofana_444463\2025-26_gw_stats.csv,csv,position,
players\Wilfried_Gnonto_492859\2025-26_gw_stats.csv,csv,position,
players\Will_Dennis_444172\2025-26_gw_stats.csv,csv,position,
players\Will_Hughes_108413\2025-26_gw_stats.csv,csv,position,
players\Will_Lankshear_552427\2025-26_gw_stats.csv,csv,position,
players\Will_Wright_677945\2025-26_gw_stats.csv,csv,position,
players\William_Osula_538207\2025-26_gw_stats.csv,csv,position,
players\William_Saliba_462424\2025-26_gw_stats.csv,csv,position,
players\Willy_Boly_90585\2025-26_gw_stats.csv,csv,position,
players\Wilson_Isidor_437505\2025-26_gw_stats.csv,csv,position,
players\Wilson_Odobert_550839\2025-26_gw_stats.csv,csv,position,
players\Xavi_Simons_493362\2025-26_gw_stats.csv,csv,position,
players\Yang_Min-hyeok_623095\2025-26_gw_stats.csv,csv,position,
players\Yankuba_Minteh_592031\2025-26_gw_stats.csv,csv,position,
players\Yasin_Ayari_509416\2025-26_gw_stats.csv,csv,position,
players\Yasin_Özcan_587178\2025-26_gw_stats.csv,csv,position,
players\Yehor_Yarmoliuk_508395\2025-26_gw_stats.csv,csv,position,
players\Yerson_Mosquera_Valdelamar_501837\2025-26_gw_stats.csv,csv,position,
players\Yoane_Wissa_216646\2025-26_gw_stats.csv,csv,position,
players\Youri_Tielemans_166989\2025-26_gw_stats.csv,csv,position,
players\Youssef_Ramalho_Chermiti_491012\2025-26_gw_stats.csv,csv,position,
players\Yunus_Emre_Konak_628204\2025-26_gw_stats.csv,csv,position,
players\Yusuf_Akhamrich_590035\2025-26_gw_stats.csv,csv,position,
players\Yves_Bissouma_227127\2025-26_gw_stats.csv,csv,position,
players\Yéremy_Pino_Santos_488024\2025-26_gw_stats.csv,csv,position,
players\Zach_Abbott_549067\2025-26_gw_stats.csv,csv,position,
players\Zach_Marsh_576980\2025-26_gw_stats.csv,csv,position,
players\Zain_Silcott-Duberry_530121\2025-26_gw_stats.csv,csv,position,
players\Zak_Johnson_514613\2025-26_gw_stats.csv,csv,position,
players\Zeki_Amdouni_492831\2025-26_gw_stats.csv,csv,position,
players\Zian_Flemming_431639\2025-26_gw_stats.csv,csv,position,
players\Zépiqueno_Redmond_576756\2025-26_gw_stats.csv,csv,position,
players\Álex_Jiménez_Sánchez_551483\2025-26_gw_stats.csv,csv,position,
players\Álex_Moreno_Lopera_106468\2025-26_gw_stats.csv,csv,position,
players\Ármin_Pécsi_586268\2025-26_gw_stats.csv,csv,position,
players\Đorđe_Petrović_457569\2025-26_gw_stats.csv,csv,position,
players\İlkay_Gündoğan_59859\2025-26_gw_stats.csv,csv,position,
raw_upstream\fpl\bootstrap-static.json,json,position,elements;id;name
teams\Arsenal_3\players\2025-26_all_players_gw.csv,csv,position,
teams\Aston_Villa_7\players\2025-26_all_players_gw.csv,csv,position,
teams\Bournemouth_91\players\2025-26_all_players_gw.csv,csv,position,
teams\Brentford_94\players\2025-26_all_players_gw.csv,csv,position,
teams\Brighton_36\players\2025-26_all_players_gw.csv,csv,position,
teams\Burnley_90\players\2025-26_all_players_gw.csv,csv,position,
teams\Chelsea_8\players\2025-26_all_players_gw.csv,csv,position,
teams\Crystal_Palace_31\players\2025-26_all_players_gw.csv,csv,position,
teams\Everton_11\players\2025-26_all_players_gw.csv,csv,position,
teams\Fulham_54\players\2025-26_all_players_gw.csv,csv,position,
teams\Leeds_2\players\2025-26_all_players_gw.csv,csv,position,
teams\Liverpool_14\players\2025-26_all_players_gw.csv,csv,position,
teams\Man_City_43\players\2025-26_all_players_gw.csv,csv,position,
teams\Man_Utd_1\players\2025-26_all_players_gw.csv,csv,position,
teams\Newcastle_4\players\2025-26_all_players_gw.csv,csv,position,
teams\Nottm_Forest_17\players\2025-26_all_players_gw.csv,csv,position,
teams\Spurs_6\players\2025-26_all_players_gw.csv,csv,position,
teams\Sunderland_56\players\2025-26_all_players_gw.csv,csv,position,
teams\West_Ham_21\players\2025-26_all_players_gw.csv,csv,position,
teams\Wolves_39\players\2025-26_all_players_gw.csv,csv,position,
