season,source_player_id,team_name,display_name,first_name,last_name,nationality,nationality_code,birth_date,birth_country,preferred_foot,height_cm,weight_kg,shirt_number,join_date,on_loan,source_file
2022-23,438405,Everton,Billy Crellin,Billy,Crellin,England,GB-ENG,2000-06-30,England,Right,185.0,60.0,43.0,2022-07-11,False,Everton_11/squad/2022-23_squad.csv
2022-23,438464,Palace,Cheick Doucouré,Cheick,Doucouré,Mali,ML,2000-01-08,Mali,Right,180.0,73.0,28.0,2022-07-11,False,Palace_31/squad/2022-23_squad.csv
2022-23,438659,Brentford,Alex Gilbert,Alex,Gilbert,Ireland,IE,2001-12-28,,,183.0,67.0,37.0,2020-09-28,False,Brentford_94/squad/2022-23_squad.csv
2022-23,440089,Brentford,Mikkel Damsgaard,Mikkel,Damsgaard,Denmark,DK,2000-07-03,Denmark,Right,180.0,66.0,24.0,2022-08-10,False,Brentford_94/squad/2022-23_squad.csv
2022-23,440120,West Ham,Daniel Chesters,Daniel,Chesters,England,GB-ENG,2002-04-04,,,,,51.0,2021-10-20,False,West_Ham_21/squad/2022-23_squad.csv
2022-23,440123,Brighton,James Furlong,James,Furlong,Ireland,IE,2002-06-07,,,,,54.0,2021-08-23,False,Brighton_36/squad/2022-23_squad.csv
2022-23,440148,Liverpool,Tyler Morton,Tyler,Morton,England,GB-ENG,2002-10-31,England,,,,80.0,2021-07-22,False,Liverpool_14/squad/2022-23_squad.csv
2022-23,440241,Brighton,Jensen Weir,Jensen,Weir,England,GB-ENG,2002-01-31,England,,184.0,,,2021-01-12,False,Brighton_36/squad/2022-23_squad.csv
2022-23,440323,Chelsea,Armando Broja,Armando,Broja,Albania,AL,2001-09-10,England,Right,191.0,83.0,18.0,2021-07-27,False,Chelsea_8/squad/2022-23_squad.csv
2022-23,440854,Arsenal,Jakub Kiwior,Jakub,Kiwior,Poland,PL,2000-02-15,Poland,Left,189.0,75.0,15.0,2023-01-23,False,Arsenal_3/squad/2022-23_squad.csv
2022-23,441024,Newcastle,Harrison Ashby,Harrison,Ashby,Scotland,GB-SCT,2001-11-14,,Right,,,30.0,2023-01-31,False,Newcastle_4/squad/2022-23_squad.csv
2022-23,441164,Spurs,Pedro Porro,Pedro,Porro,Spain,ES,1999-09-13,Spain,Right,173.0,69.0,23.0,2023-01-31,True,Spurs_6/squad/2022-23_squad.csv
2022-23,441191,Southampton,Tino Livramento,Tino,Livramento,England,GB-ENG,2002-11-12,,,182.0,,21,2021-08-02,False,Southampton_20/squad/2022-23_squad.csv
2022-23,441192,Brighton,Jeremy Sarmiento,Jeremy,Sarmiento,Ecuador,EC,2002-06-16,Spain,Right,178.0,72.0,,2021-09-21,False,Brighton_36/squad/2022-23_squad.csv
2022-23,441271,Wolves,Ki-Jana Hoever,Ki-Jana,Hoever,Netherlands,NL,2002-01-18,Netherlands,Right,180.0,65.0,,2020-09-19,False,Wolves_39/squad/2022-23_squad.csv
2022-23,441302,Chelsea,Ian Maatsen,Ian,Maatsen,Netherlands,NL,2002-03-10,Netherlands,Left,167.0,57.0,,2019-07-01,False,Chelsea_8/squad/2022-23_squad.csv
2022-23,441428,Liverpool,Jarell Quansah,Jarell,Quansah,England,GB-ENG,2003-01-29,England,,,,78.0,2021-12-18,False,Liverpool_14/squad/2022-23_squad.csv
2022-23,442229,Brighton,Michal Karbownik,Michal,Karbownik,Poland,PL,2001-03-13,,Both,175.0,,6.0,2020-10-05,False,Brighton_36/squad/2022-23_squad.csv
2022-23,443629,Liverpool,Marcelo Pitaluga,Marcelo,de Araújo Pitaluga Filho,Brazil,BR,2002-12-20,Brazil,,192.0,77.0,97.0,2021-07-01,False,Liverpool_14/squad/2022-23_squad.csv
2022-23,443661,Palace,Michael Olise,Michael,Olise,France,FR,2001-12-12,England,,184.0,76.0,7.0,2021-07-08,False,Palace_31/squad/2022-23_squad.csv
2022-23,443967,Leeds,Junior Firpo,Junior,Firpo,Spain,ES,1996-08-22,Dominican Republic,Left,184.0,78.0,3.0,2021-07-06,False,Leeds_2/squad/2022-23_squad.csv
2022-23,444145,Arsenal,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,Brazil,BR,2001-06-18,Brazil,Right,178.0,75.0,11.0,2019-07-15,False,Arsenal_3/squad/2022-23_squad.csv
2022-23,444172,Bournemouth,Will Dennis,Will,Dennis,England,GB-ENG,2000-07-10,,,,,40.0,2019-08-01,False,Bournemouth_91/squad/2022-23_squad.csv
2022-23,444180,Bournemouth,Jaidon Anthony,Jaidon,Anthony,England,GB-ENG,1999-12-01,,,183.0,,32.0,2020-09-14,False,Bournemouth_91/squad/2022-23_squad.csv
2022-23,444183,Bournemouth,Gavin Kilkenny,Gavin,Kilkenny,Ireland,IE,2000-02-01,Republic of Ireland,Right,170.0,,26.0,2019-08-02,False,Bournemouth_91/squad/2022-23_squad.csv
2022-23,444463,Chelsea,Wesley Fofana,Wesley,Fofana,France,FR,2000-12-17,France,Right,190.0,84.0,33.0,2022-08-31,False,Chelsea_8/squad/2022-23_squad.csv
2022-23,444765,Liverpool,Sepp van den Berg,Sepp,van den Berg,Netherlands,NL,2001-12-20,Netherlands,Right,189.0,74.0,72.0,2019-06-27,False,Liverpool_14/squad/2022-23_squad.csv
2022-23,444884,Liverpool,Harvey Elliott,Harvey,Elliott,England,GB-ENG,2003-04-04,England,Left,170.0,64.0,19.0,2019-07-28,False,Liverpool_14/squad/2022-23_squad.csv
2022-23,445044,Spurs,Dejan Kulusevski,Dejan,Kulusevski,Sweden,SE,2000-04-25,,Left,186.0,80.0,21.0,2022-01-31,True,Spurs_6/squad/2022-23_squad.csv
2022-23,445548,Brighton,Odeluga Offiah,Odeluga,Offiah,England,GB-ENG,2002-10-26,,,181.0,77.0,57.0,2021-08-23,False,Brighton_36/squad/2022-23_squad.csv
2022-23,446008,Brentford,Bryan Mbeumo,Bryan,Mbeumo,Cameroon,CM,1999-08-07,France,Left,173.0,64.0,19.0,2019-08-05,False,Brentford_94/squad/2022-23_squad.csv
2022-23,446189,Man Utd,Matej Kovár,Matej,Kovár,Czech Republic,CZ,2000-05-17,Czechia,Right,184.0,77.0,40.0,2022-08-31,False,Man_Utd_1/squad/2022-23_squad.csv
2022-23,447107,Chelsea,Ethan Wady,Ethan,Wady,United States,US,2002-01-23,USA,,,,80.0,2023-05-20,False,Chelsea_8/squad/2022-23_squad.csv
2022-23,447203,Liverpool,Darwin Núñez,Darwin,Núñez,Uruguay,UY,1999-06-24,Uruguay,Right,187.0,81.0,9.0,2022-06-14,False,Liverpool_14/squad/2022-23_squad.csv
2022-23,447235,Spurs,Troy Parrott,Troy,Parrott,Ireland,IE,2002-02-04,Republic of Ireland,,185.0,73.0,52.0,2019-07-19,False,Spurs_6/squad/2022-23_squad.csv
2022-23,447715,Villa,Aaron Ramsey,Aaron,Ramsey,England,GB-ENG,2003-01-21,England,,,,40.0,2021-08-23,False,Villa_7/squad/2022-23_squad.csv
2022-23,447720,Brighton,Imari Samuels,Imari,Samuels,England,GB-ENG,2003-02-05,,,,,66.0,2023-05-17,False,Brighton_36/squad/2022-23_squad.csv
2022-23,447879,West Ham,Joseph Anang,Joseph,Anang,England,GB-ENG,2000-06-08,,Right,190.0,72.0,49.0,2019-12-25,False,West_Ham_21/squad/2022-23_squad.csv
2022-23,447880,Man City,Josh Wilson-Esbrand,Josh,Wilson-Esbrand,England,GB-ENG,2002-12-26,,,,,97.0,2021-09-17,False,Man_City_43/squad/2022-23_squad.csv
2022-23,447932,Bournemouth,Jordan Zemura,Jordan,Zemura,Zimbabwe,ZW,1999-11-14,,Left,173.0,63.0,33.0,2019-08-02,False,Bournemouth_91/squad/2022-23_squad.csv
2022-23,448047,Chelsea,Enzo Fernández,Enzo,Fernández,Argentina,AR,2001-01-17,Argentina,Right,178.0,76.0,5.0,2023-01-31,False,Chelsea_8/squad/2022-23_squad.csv
2022-23,448089,Wolves,João Gomes,João Victor,Gomes da Silva,Brazil,BR,2001-02-12,,,173.0,74.0,35.0,2023-01-30,False,Wolves_39/squad/2022-23_squad.csv
2022-23,448496,Brighton,Ed Turns,Ed,Turns,Wales,GB-WLS,2002-10-18,,,,,43.0,2021-09-21,False,Brighton_36/squad/2022-23_squad.csv
2022-23,448514,Wolves,Rayan Aït-Nouri,Rayan,Aït-Nouri,Algeria,DZ,2001-06-06,,Left,179.0,70.0,3.0,2021-07-09,False,Wolves_39/squad/2022-23_squad.csv
2022-23,448791,Spurs,Harvey White,Harvey,White,England,GB-ENG,2001-09-19,England,,171.0,60.0,42.0,2019-07-19,False,Spurs_6/squad/2022-23_squad.csv
2022-23,449133,Wolves,Harvey Griffiths,Harvey,Griffiths,England,GB-ENG,2003-09-22,,,,,66.0,2022-07-22,False,Wolves_39/squad/2022-23_squad.csv
2022-23,449434,Man Utd,Anthony Elanga,Anthony,Elanga,Sweden,SE,2002-04-27,Sweden,Right,178.0,70.0,36.0,2020-09-11,False,Man_Utd_1/squad/2022-23_squad.csv
2022-23,449871,Everton,Amadou Onana,Amadou,Onana,Belgium,BE,2001-08-16,Senegal,Both,192.0,76.0,8.0,2022-08-09,False,Everton_11/squad/2022-23_squad.csv
2022-23,449988,Wolves,Fábio Silva,Fábio Daniel,Soares Silva,Portugal,PT,2002-07-19,Portugal,Right,185.0,75.0,21.0,2020-09-05,False,Wolves_39/squad/2022-23_squad.csv
2022-23,450070,Leeds,Crysencio Summerville,Crysencio,Summerville,Netherlands,NL,2001-10-30,Netherlands,,174.0,,10.0,2021-04-24,False,Leeds_2/squad/2022-23_squad.csv
2022-23,450197,Forest,George Shelvey,George,Shelvey,England,GB-ENG,2001-04-22,,Right,188.0,83.0,43.0,2020-01-01,False,Forest_17/squad/2022-23_squad.csv
2022-23,450434,Brighton,Deniz Undav,Deniz,Undav,Germany,DE,1996-07-19,Germany,Both,179.0,86.0,21.0,2022-01-31,False,Brighton_36/squad/2022-23_squad.csv
2022-23,450527,Southampton,Mohammed Salisu,Mohammed,Salisu,Ghana,GH,1999-04-17,Ghana,Left,191.0,82.0,22,2020-08-12,False,Southampton_20/squad/2022-23_squad.csv
2022-23,450535,Palace,Malcolm Ebiowei,Malcolm,Ebiowei,England,GB-ENG,2003-09-04,,Left,185.0,,23.0,2022-07-01,False,Palace_31/squad/2022-23_squad.csv
2022-23,450539,Brentford,Myles Peart-Harris,Myles,Peart-Harris,England,GB-ENG,2002-09-18,,,,,25.0,2021-07-23,False,Brentford_94/squad/2022-23_squad.csv
2022-23,450541,Palace,Luke Plange,Luke,Plange,England,GB-ENG,2002-11-04,,,178.0,,48.0,2022-01-31,False,Palace_31/squad/2022-23_squad.csv
2022-23,450542,Palace,Jesurun Rak-Sakyi,Jesurun,Rak-Sakyi,England,GB-ENG,2002-10-05,,,,,49.0,2021-04-09,False,Palace_31/squad/2022-23_squad.csv
2022-23,450550,Brentford,Finley Stevens,Finley,Stevens,Wales,GB-WLS,2003-04-10,,,179.0,73.0,33.0,2020-09-05,False,Brentford_94/squad/2022-23_squad.csv
2022-23,450554,West Ham,Levi Laing,Levi,Laing,England,GB-ENG,2003-04-12,,,,,53.0,2023-01-29,False,West_Ham_21/squad/2022-23_squad.csv
2022-23,451340,Brighton,Kaoru Mitoma,Kaoru,Mitoma,Japan,JP,1997-05-20,Japan,Right,178.0,72.0,22.0,2021-08-09,False,Brighton_36/squad/2022-23_squad.csv
2022-23,456350,Southampton,Gavin Bazunu,Gavin,Bazunu,Ireland,IE,2002-02-20,Republic of Ireland,Right,189.0,79.0,31,2022-06-17,False,Southampton_20/squad/2022-23_squad.csv
2022-23,460028,Brighton,Levi Colwill,Levi,Colwill,England,GB-ENG,2003-02-26,England,,187.0,83.0,6.0,2022-08-05,True,Brighton_36/squad/2022-23_squad.csv
2022-23,460028,Chelsea,Levi Colwill,Levi,Colwill,England,GB-ENG,2003-02-26,England,,187.0,83.0,,2022-07-01,False,Chelsea_8/squad/2022-23_squad.csv
2022-23,460029,Brentford,Nathan Young-Coombes,Nathan,Young-Coombes,England,GB-ENG,2003-01-15,,,175.0,64.0,43.0,2021-12-04,False,Brentford_94/squad/2022-23_squad.csv
2022-23,461012,Bournemouth,Cameron Plain,Cameron,Plain,England,GB-ENG,2001-09-24,,,,,45.0,2022-10-28,False,Bournemouth_91/squad/2022-23_squad.csv
2022-23,461013,Bournemouth,Euan Pollock,Euan,Pollock,England,GB-ENG,2002-10-03,,,173.0,,41.0,2023-01-20,False,Bournemouth_91/squad/2022-23_squad.csv
2022-23,461017,Bournemouth,Christian Saydee,Christian,Saydee,England,GB-ENG,2002-05-10,England,,184.0,,38.0,2019-11-30,False,Bournemouth_91/squad/2022-23_squad.csv
2022-23,461022,Bournemouth,Jack Wadham,Jack,Wadham,England,GB-ENG,2003-02-25,England,,183.0,,36.0,2022-08-22,False,Bournemouth_91/squad/2022-23_squad.csv
2022-23,461030,West Ham,Kamarai Simon-Swyer,Kamarai,Simon-Swyer,England,GB-ENG,2002-12-04,,,,,58.0,2021-12-08,False,West_Ham_21/squad/2022-23_squad.csv
2022-23,461079,West Ham,Keenan Appiah-Forson,Keenan,Appiah-Forson,England,GB-ENG,2001-10-16,,,,,59.0,2021-12-08,False,West_Ham_21/squad/2022-23_squad.csv
2022-23,461186,Spurs,Max Robson,Max,Robson,England,GB-ENG,2002-10-17,,,,,57.0,2022-11-08,False,Spurs_6/squad/2022-23_squad.csv
2022-23,461188,Chelsea,Bashir Humphreys,Bashir,Humphreys,England,GB-ENG,2003-03-15,England,,187.0,79.0,42.0,2022-12-05,False,Chelsea_8/squad/2022-23_squad.csv
2022-23,461192,Spurs,Kallum Cesay,Kallum,Cesay,Sierra Leone,SL,2002-09-04,England,,,,50.0,2021-07-16,False,Spurs_6/squad/2022-23_squad.csv
2022-23,461199,Spurs,Romaine Mundle,Romaine,Mundle,England,GB-ENG,2003-04-24,,,,,55.0,2021-07-17,False,Spurs_6/squad/2022-23_squad.csv
2022-23,461201,Spurs,Matthew Craig,Matthew,Craig,Scotland,GB-SCT,2003-04-16,Scotland,,,,51.0,2021-08-19,False,Spurs_6/squad/2022-23_squad.csv
2022-23,461202,Spurs,Marqes Muir,Marqes,Muir,England,GB-ENG,2002-09-21,,,,,,2022-12-08,False,Spurs_6/squad/2022-23_squad.csv
2022-23,461210,Forest,Alexander Gibson-Hammond,Alexander,Gibson-Hammond,England,GB-ENG,2002-11-10,,,,,55.0,2022-08-22,False,Forest_17/squad/2022-23_squad.csv
2022-23,461212,Spurs,Nile John,Nile,John,England,GB-ENG,2003-03-06,,Right,,,43.0,2021-02-23,False,Spurs_6/squad/2022-23_squad.csv
2022-23,461358,Man City,Julián Álvarez,Julián,Álvarez,Argentina,AR,2000-01-31,Argentina,Right,170.0,71.0,19.0,2022-01-30,False,Man_City_43/squad/2022-23_squad.csv
2022-23,461377,Palace,Malachi Boateng,Malachi,Boateng,England,GB-ENG,2002-07-05,England,,,,42.0,2021-08-06,False,Palace_31/squad/2022-23_squad.csv
2022-23,461382,Palace,John-Kymani Gordon,John-Kymani,Gordon,England,GB-ENG,2003-02-13,,,,,45.0,2020-07-19,False,Palace_31/squad/2022-23_squad.csv
2022-23,461416,Everton,Thomas Cannon,Thomas,Cannon,Ireland,IE,2002-12-28,England,,,,47.0,2022-11-07,False,Everton_11/squad/2022-23_squad.csv
2022-23,461421,Everton,Lewis Dobbin,Lewis,Dobbin,England,GB-ENG,2003-01-03,,,,,61.0,2021-08-06,False,Everton_11/squad/2022-23_squad.csv
2022-23,461467,Fulham,Luciano D'Auria-Henry,Luciano,D'Auria-Henry,England,GB-ENG,2002-11-11,,,,,41.0,2022-08-22,False,Fulham_54/squad/2022-23_squad.csv
2022-23,461529,Man Utd,Charlie Savage,Charlie,Savage,Wales,GB-WLS,2003-05-02,Wales,,,,72.0,2021-12-08,False,Man_Utd_1/squad/2022-23_squad.csv
2022-23,461548,Man Utd,Zidane Iqbal,Zidane Aamar,Iqbal,Iraq,IQ,2003-04-27,England,Right,181.0,71.0,55.0,2021-12-08,False,Man_Utd_1/squad/2022-23_squad.csv
2022-23,461566,Man Utd,William Fish,William,Fish,England,GB-ENG,2003-02-17,England,Right,185.0,,,2021-04-14,False,Man_Utd_1/squad/2022-23_squad.csv
2022-23,461584,Leicester,Wanya Marçal-Madivadua,Wanya,Marçal-Madivadua,Portugal,PT,2002-10-19,,Right,181.0,,7.0,2021-10-26,False,Leicester_13/squad/2022-23_squad.csv
2022-23,461587,Leicester,Kasey McAteer,Kasey,McAteer,England,GB-ENG,2001-11-22,,,,,35.0,2021-12-01,False,Leicester_13/squad/2022-23_squad.csv
2022-23,461609,Liverpool,Layton Stewart,Layton,Stewart,England,GB-ENG,2002-09-03,,,,,81.0,2019-12-16,False,Liverpool_14/squad/2022-23_squad.csv
2022-23,461682,Forest,Brandon Aguilera,Brandon,Aguilera,Costa Rica,CR,2003-06-28,,Left,179.0,60.0,,2022-07-17,False,Forest_17/squad/2022-23_squad.csv
2022-23,462381,Villa,Filip Marschall,Filip,Marschall,England,GB-ENG,2003-04-24,,Right,195.0,87.0,42.0,2021-12-13,False,Villa_7/squad/2022-23_squad.csv
2022-23,462384,West Ham,Jamal Baptiste,Jamal,Baptiste,England,GB-ENG,2003-11-11,,,,,75.0,2021-01-10,False,West_Ham_21/squad/2022-23_squad.csv
2022-23,462424,Arsenal,William Saliba,William,Saliba,France,FR,2001-03-24,France,Right,192.0,92.0,2.0,2019-07-25,False,Arsenal_3/squad/2022-23_squad.csv
2022-23,462491,Liverpool,Luke Chambers,Luke,Chambers,England,GB-ENG,2004-06-24,,,,,88.0,2022-07-11,False,Liverpool_14/squad/2022-23_squad.csv
2022-23,462635,Leeds,Joe Gelhardt,Joe,Gelhardt,England,GB-ENG,2002-05-04,England,Left,175.0,65.0,30.0,2021-02-07,False,Leeds_2/squad/2022-23_squad.csv
2022-23,462831,Palace,Scott Banks,Scott,Banks,Scotland,GB-SCT,2001-09-26,Scotland,,,,33.0,2021-08-06,False,Palace_31/squad/2022-23_squad.csv
2022-23,463067,Leeds,Georginio Rutter,Georginio,Rutter,France,FR,2002-04-20,France,,182.0,83.0,24.0,2023-01-14,False,Leeds_2/squad/2022-23_squad.csv
2022-23,463210,Man City,Shea Charles,Shea,Charles,Northern Ireland,GB-NIR,2003-11-05,,,,,62.0,2021-07-26,False,Man_City_43/squad/2022-23_squad.csv
2022-23,463748,Arsenal,Karl Hein,Karl,Hein,Estonia,EE,2002-04-13,Estonia,Right,193.0,86.0,31.0,2020-10-28,False,Arsenal_3/squad/2022-23_squad.csv
2022-23,463981,Bournemouth,James Hill,James,Hill,England,GB-ENG,2002-01-10,England,Right,184.0,73.0,23.0,2022-01-05,False,Bournemouth_91/squad/2022-23_squad.csv
2022-23,464353,Liverpool,Harvey Davies,Harvey,Davies,England,GB-ENG,2003-09-03,England,,,,95.0,2021-03-09,False,Liverpool_14/squad/2022-23_squad.csv
2022-23,465351,Wolves,Matheus Nunes,Matheus Luiz,Nunes,Portugal,PT,1998-08-27,Brazil,Right,184.0,78.0,27.0,2022-08-18,False,Wolves_39/squad/2022-23_squad.csv
2022-23,465527,Man Utd,Hannibal Mejbri,Hannibal,Mejbri,Tunisia,TN,2003-01-21,France,Right,177.0,74.0,46.0,2020-05-22,False,Man_Utd_1/squad/2022-23_squad.csv
2022-23,465572,Brighton,Reda Khadra,Reda,Khadra,Germany,DE,2001-07-04,,,,,17.0,2020-01-09,False,Brighton_36/squad/2022-23_squad.csv
2022-23,465920,Chelsea,Mykhailo Mudryk,Mykhailo,Mudryk,Ukraine,UA,2001-01-05,Ukraine,Right,175.0,61.0,15.0,2023-01-15,False,Chelsea_8/squad/2022-23_squad.csv
2022-23,466117,Palace,Naouirou Ahamada,Naouirou,Ahamada,France,FR,2002-03-29,France,,183.0,73.0,29.0,2023-01-31,False,Palace_31/squad/2022-23_squad.csv
2022-23,467169,Man Utd,Antony,Antony Matheus,dos Santos,Brazil,BR,2000-02-24,Brazil,Left,174.0,63.0,21.0,2022-09-01,False,Man_Utd_1/squad/2022-23_squad.csv
2022-23,468236,Man City,Yan Couto,Yan Bueno,Couto,Brazil,BR,2002-06-03,,Right,168.0,60.0,,2021-07-26,False,Man_City_43/squad/2022-23_squad.csv
2022-23,469142,Brighton,Jan Paul van Hecke,Jan Paul,van Hecke,Netherlands,NL,2000-06-08,Netherlands,Right,189.0,79.0,29.0,2020-09-10,False,Brighton_36/squad/2022-23_squad.csv
2022-23,470294,Leeds,Darko Gyabi,Darko,Gyabi,England,GB-ENG,2004-02-18,England,,196.0,,18.0,2022-07-04,False,Leeds_2/squad/2022-23_squad.csv
2022-23,470296,Leeds,Jeremiah Chilokoa-Mullen,Jeremiah,Chilokoa-Mullen,Scotland,GB-SCT,2004-06-17,Scotland,,,,62.0,2023-02-11,False,Leeds_2/squad/2022-23_squad.csv
2022-23,471798,Chelsea,Gabriel Slonina,Gabriel,Slonina,United States,US,2004-05-15,USA,Right,193.0,88.0,36.0,2022-08-02,False,Chelsea_8/squad/2022-23_squad.csv
2022-23,472464,Man Utd,Shola Shoretire,Shola,Shoretire,England,GB-ENG,2004-02-02,Nigeria,Right,170.0,70.0,47.0,2021-02-17,False,Man_Utd_1/squad/2022-23_squad.csv
2022-23,472713,Brentford,Aaron Hickey,Aaron,Hickey,Scotland,GB-SCT,2002-06-10,,,178.0,72.0,2.0,2022-07-09,False,Brentford_94/squad/2022-23_squad.csv
2022-23,472769,Man City,Nico O'Reilly,Nico,O'Reilly,England,GB-ENG,2005-03-21,England,,,,75.0,2022-12-16,False,Man_City_43/squad/2022-23_squad.csv
2022-23,474120,Brighton,Julio Enciso,Julio,Enciso,Paraguay,PY,2004-01-23,Paraguay,Right,168.0,64.0,20.0,2022-06-17,False,Brighton_36/squad/2022-23_squad.csv
2022-23,474772,Bournemouth,Ben Greenwood,Ben,Greenwood,Ireland,IE,2003-02-20,England,,170.0,70.0,43.0,2021-07-25,False,Bournemouth_91/squad/2022-23_squad.csv
2022-23,474803,Chelsea,Eddie Beach,Eddie,Beach,Wales,GB-WLS,2003-11-14,,,196.0,,,2022-12-05,False,Chelsea_8/squad/2022-23_squad.csv
2022-23,474907,Everton,Reece Welch,Reece,Welch,England,GB-ENG,2003-09-19,England,,,,64.0,2021-04-11,False,Everton_11/squad/2022-23_squad.csv
2022-23,475488,Forest,Will Swan,Will,Swan,England,GB-ENG,2000-10-26,,,,,48.0,2020-11-23,False,Forest_17/squad/2022-23_squad.csv
2022-23,475492,Forest,Oliver Hammond,Oliver,Hammond,Wales,GB-WLS,2002-11-13,Wales,,,,41.0,2021-07-01,False,Forest_17/squad/2022-23_squad.csv
2022-23,476344,Villa,Jhon Durán,Jhon,Durán,Colombia,CO,2003-12-13,Colombia,Left,185.0,73.0,22.0,2023-01-23,False,Villa_7/squad/2022-23_squad.csv
2022-23,476369,Man City,Issa Kaboré,Issa,Kaboré,Burkina Faso,BF,2001-05-12,Burkina Faso,Right,180.0,,,2020-07-01,False,Man_City_43/squad/2022-23_squad.csv
2022-23,476502,Wolves,Boubacar Traoré,Boubacar,Traoré,Mali,ML,2001-08-20,Mali,,183.0,67.0,6.0,2022-09-01,True,Wolves_39/squad/2022-23_squad.csv
2022-23,476888,Southampton,Sékou Mara,Sékou,Mara,France,FR,2002-07-30,France,Right,184.0,,18,2022-07-25,False,Southampton_20/squad/2022-23_squad.csv
2022-23,477064,Man City,Rico Lewis,Rico,Lewis,England,GB-ENG,2004-11-21,England,,169.0,,82.0,2022-07-16,False,Man_City_43/squad/2022-23_squad.csv
2022-23,477386,Southampton,Armel Bella-Kotchap,Armel,Bella-Kotchap,Germany,DE,2001-12-11,France,Right,190.0,87.0,37,2022-06-21,False,Southampton_20/squad/2022-23_squad.csv
2022-23,477547,Leeds,Leo Hjelde,Leo,Hjelde,Norway,NO,2003-08-26,,Left,188.0,,33.0,2021-09-20,False,Leeds_2/squad/2022-23_squad.csv
2022-23,477555,Man City,Oscar Bobb,Oscar,Bobb,Norway,NO,2003-07-12,Norway,,,,52.0,2022-01-06,False,Man_City_43/squad/2022-23_squad.csv
2022-23,477580,Bournemouth,Illia Zabarnyi,Illia,Zabarnyi,Ukraine,UA,2002-09-01,Ukraine,Right,189.0,80.0,27.0,2023-01-31,False,Bournemouth_91/squad/2022-23_squad.csv
2022-23,477733,Man Utd,Radek Vítek,Radek,Vítek,Czech Republic,CZ,2003-10-24,Czechia,Right,198.0,,50.0,2022-09-14,False,Man_Utd_1/squad/2022-23_squad.csv
2022-23,478227,Fulham,Stefan Parkes,Stefan,Parkes,England,GB-ENG,2004-03-28,England,,,,39.0,2022-09-30,False,Fulham_54/squad/2022-23_squad.csv
2022-23,478912,Chelsea,Carney Chukwuemeka,Carney,Chukwuemeka,England,GB-ENG,2003-10-20,Austria,,187.0,77.0,30.0,2022-08-04,False,Chelsea_8/squad/2022-23_squad.csv
2022-23,479641,Villa,Sebastian Revan,Sebastian,Revan,England,GB-ENG,2003-07-14,,,181.0,,56.0,2023-01-20,False,Villa_7/squad/2022-23_squad.csv
2022-23,479683,Arsenal,Marquinhos,Marcus Vinícius,Oliveira Alencar,Brazil,BR,2003-04-07,Brazil,Left,175.0,85.0,27.0,2022-06-13,False,Arsenal_3/squad/2022-23_squad.csv
2022-23,480455,Everton,Jarrad Branthwaite,Jarrad,Branthwaite,England,GB-ENG,2002-06-27,England,Left,195.0,67.0,32.0,2020-06-20,False,Everton_11/squad/2022-23_squad.csv
2022-23,481283,Villa,James Wright,James,Wright,England,GB-ENG,2004-12-02,,,,,64.0,2023-03-31,False,Villa_7/squad/2022-23_squad.csv
2022-23,481405,Brentford,Mads Bidstrup,Mads,Bidstrup,Denmark,DK,2001-02-25,Denmark,Right,175.0,74.0,28.0,2021-02-01,False,Brentford_94/squad/2022-23_squad.csv
2022-23,481510,Leicester,Victor Kristiansen,Victor,Kristiansen,Denmark,DK,2002-12-16,,Left,181.0,,16.0,2023-01-20,False,Leicester_13/squad/2022-23_squad.csv
2022-23,481624,Villa,Jaden Philogene,Jaden,Philogene,England,GB-ENG,2002-02-08,,Right,181.0,,32.0,2021-03-05,False,Villa_7/squad/2022-23_squad.csv
2022-23,482158,Chelsea,Lucas Bergström,Lucas,Bergström,Finland,FI,2002-09-05,Finland,,199.0,82.0,47.0,2021-07-27,False,Chelsea_8/squad/2022-23_squad.csv
2022-23,482442,Spurs,Pape Sarr,Pape,Sarr,Senegal,SN,2002-09-14,Senegal,,185.0,70.0,29.0,2021-08-27,False,Spurs_6/squad/2022-23_squad.csv
2022-23,482536,Leeds,Joseph Snowdon,Joseph,Snowdon,England,GB-ENG,2004-02-14,,,,,57.0,2022-11-08,False,Leeds_2/squad/2022-23_squad.csv
2022-23,482609,Chelsea,Malo Gusto,Malo,Gusto,France,FR,2003-05-19,,Right,179.0,67.0,,2023-01-28,False,Chelsea_8/squad/2022-23_squad.csv
2022-23,482769,Man City,Máximo Perrone,Máximo,Perrone,Argentina,AR,2003-01-07,Argentina,Left,177.0,68.0,32.0,2023-01-23,False,Man_City_43/squad/2022-23_squad.csv
2022-23,483364,West Ham,Krisztián Hegyi,Krisztián,Hegyi,Hungary,HU,2002-09-24,Hungary,,193.0,,47.0,2022-08-24,False,West_Ham_21/squad/2022-23_squad.csv
2022-23,484854,Southampton,Diamond Edwards,Diamond,Edwards,England,GB-ENG,2003-09-18,,,,,66,2022-08-22,False,Southampton_20/squad/2022-23_squad.csv
2022-23,486623,Everton,Sean McAllister,Sean,McAllister,Northern Ireland,GB-NIR,2002-09-15,,,,,46.0,2023-05-19,False,Everton_11/squad/2022-23_squad.csv
2022-23,486672,Brighton,Moisés Caicedo,Moisés,Caicedo,Ecuador,EC,2001-11-02,Ecuador,Right,178.0,73.0,25.0,2021-02-01,False,Brighton_36/squad/2022-23_squad.csv
